symbol,trade_date,rsi,macd,sma_50,sma_200
STK007,2024-05-19,59.48,-0.32,240.06,147.46
STK029,2023-08-10,9.97,0.04,224.87,156.64
STK005,2023-08-22,95.13,-3.34,262.3,273.83
STK024,2024-05-12,52.03,-4.28,177.88,89.78
STK009,2023-05-18,7.41,-2.8,215.33,162.28
STK040,2024-10-18,91.13,-4.32,133.35,262.25
STK031,2023-01-15,61.57,-1.91,213.49,182.87
STK032,2023-06-13,76.84,-4.11,135.09,115.37
STK033,2024-11-07,63.69,-1.5,242.69,223.28
STK037,2024-06-04,97.76,-4.26,30.86,283.09
STK013,2023-11-13,0.93,-2.78,159.13,100.05
STK012,2024-10-17,82.53,4.46,31.65,171.12
STK004,2024-04-27,72.52,0.83,241.15,85.05
STK023,2024-02-20,35.77,3.69,185.13,27.39
STK031,2024-11-14,16.85,-0.45,104.13,205.93
STK021,2023-09-13,73.21,1.15,56.91,223.67
STK038,2024-08-01,7.82,3.71,255.9,202.93
STK012,2024-05-07,9.84,-3.14,58.93,85.73
STK011,2023-05-23,91.08,-3.0,233.34,167.84
STK028,2023-04-25,93.49,-0.32,126.49,37.72
STK036,2023-07-14,33.92,-3.96,157.82,46.53
STK023,2023-06-07,29.81,4.82,23.48,107.93
STK035,2023-08-05,36.64,-3.22,230.21,281.8
STK013,2024-10-29,77.93,-1.62,193.12,130.58
STK020,2023-09-26,29.68,-4.4,148.16,179.32
STK039,2024-07-15,30.29,-4.17,115.47,65.55
STK040,2023-03-28,11.02,1.79,105.4,118.28
STK003,2024-02-20,36.95,3.27,22.72,203.18
STK001,2023-01-27,42.35,2.49,241.4,202.46
STK013,2023-06-10,5.05,-3.64,26.21,100.93
STK010,2023-10-13,46.49,3.25,93.25,166.14
STK019,2024-05-28,98.17,-4.51,41.09,132.97
STK009,2023-10-30,33.62,0.61,86.37,222.22
STK002,2024-06-24,31.72,2.42,174.03,250.58
STK029,2023-11-27,14.48,3.81,83.33,127.29
STK020,2023-10-11,66.13,-1.94,47.73,55.26
STK008,2023-05-18,2.7,-0.11,202.82,277.17
STK014,2024-10-07,35.89,-3.86,216.55,289.93
STK031,2024-06-17,76.31,-3.64,165.85,186.53
STK030,2024-08-15,57.69,1.16,90.21,79.66
STK037,2023-09-16,51.96,-0.08,59.38,160.78
STK001,2023-05-03,44.74,-4.39,150.51,117.48
STK029,2023-12-23,3.24,1.45,298.88,267.69
STK033,2023-05-06,35.77,-3.09,139.95,223.41
STK039,2024-03-03,56.01,-3.84,27.26,78.88
STK002,2024-06-26,65.09,-3.78,186.79,224.2
STK020,2024-03-29,40.59,4.62,113.03,264.74
STK019,2023-02-08,55.86,0.56,113.88,23.01
STK032,2023-06-16,6.75,2.99,77.39,105.97
STK006,2024-07-22,78.8,0.2,103.56,57.11
STK027,2023-01-18,71.31,-2.15,63.89,247.38
STK036,2024-05-26,23.19,0.5,81.75,67.03
STK024,2024-02-05,23.06,4.75,270.22,295.0
STK032,2024-03-06,84.99,-3.57,118.15,250.34
STK033,2023-04-08,34.29,-2.18,105.98,78.71
STK011,2024-10-22,60.67,-1.44,111.11,145.36
STK021,2023-09-01,78.9,0.29,121.45,141.96
STK023,2023-09-16,7.19,2.92,248.11,299.14
STK031,2024-10-17,83.71,3.72,89.54,179.91
STK037,2023-05-16,69.01,-4.97,270.28,291.91
STK012,2023-05-07,77.23,-2.65,228.5,269.94
STK001,2024-11-04,22.97,1.35,202.15,58.64
STK033,2024-06-30,60.77,-0.26,36.58,70.67
STK028,2023-02-01,5.79,-1.48,37.12,257.05
STK008,2023-02-01,75.47,0.24,50.59,26.77
STK025,2024-08-20,90.98,1.91,152.7,199.97
STK022,2023-07-12,89.38,-2.58,130.0,206.08
STK031,2024-04-26,20.55,-0.97,102.75,52.57
STK035,2023-12-09,71.25,3.73,205.04,64.93
STK011,2024-06-11,71.97,4.41,247.75,94.74
STK015,2024-02-10,60.2,-0.61,227.58,287.43
STK012,2023-08-06,55.44,-4.47,286.76,169.85
STK039,2023-04-01,58.13,-4.17,35.0,266.22
STK007,2024-04-30,29.94,-1.71,56.66,145.85
STK021,2024-10-15,19.89,3.6,268.95,90.38
STK008,2023-02-04,17.33,-3.0,256.92,236.47
STK036,2024-01-23,28.64,-4.21,129.79,189.1
STK032,2024-04-27,65.19,-2.56,174.51,85.2
STK005,2024-11-17,22.4,1.97,274.17,139.66
STK017,2024-08-18,2.07,-2.56,219.34,146.13
STK028,2024-06-24,51.94,-0.11,185.17,82.03
STK039,2023-01-31,7.54,4.14,171.81,288.8
STK018,2023-01-12,37.49,-0.15,92.64,164.48
STK002,2023-08-14,89.59,-4.14,271.13,47.3
STK018,2024-05-10,29.09,3.83,26.24,254.0
STK031,2024-09-19,18.26,-3.57,123.61,85.72
STK031,2023-09-12,39.66,-3.01,214.0,232.71
STK026,2023-06-04,92.66,2.97,34.05,256.97
STK011,2024-01-31,91.49,3.18,188.94,54.21
STK035,2024-01-10,79.96,2.74,68.5,216.92
STK007,2024-06-17,43.54,-1.31,188.43,279.87
STK014,2024-08-17,26.39,1.8,157.76,72.05
STK017,2023-07-28,72.86,0.86,185.22,285.9
STK013,2023-09-18,14.26,2.55,183.76,63.76
STK015,2023-11-11,25.47,0.61,21.79,51.22
STK002,2024-01-15,99.62,-1.63,262.45,274.89
STK040,2024-02-04,1.09,0.96,198.33,157.29
STK011,2024-07-18,38.95,-0.01,199.76,141.52
STK035,2023-01-25,78.95,-3.05,114.77,212.77
STK030,2023-05-08,2.33,-3.95,163.59,134.31
STK023,2023-11-28,84.65,-3.28,104.94,57.57
STK013,2023-03-20,26.14,-0.88,102.11,63.19
STK010,2023-01-14,91.58,-1.05,297.06,180.61
STK026,2024-04-11,34.91,-4.19,77.86,83.86
STK019,2023-10-05,46.35,3.57,253.7,126.44
STK011,2023-08-26,39.67,1.98,127.74,208.49
STK029,2024-07-16,90.14,-0.73,70.9,287.25
STK017,2023-12-28,98.49,-0.06,236.63,154.94
STK017,2023-02-28,25.26,-1.51,245.83,130.85
STK039,2023-06-20,34.9,-4.15,283.77,282.59
STK008,2023-03-30,34.69,-1.27,116.14,242.67
STK012,2024-09-23,86.0,-0.45,175.44,196.46
STK026,2023-05-28,25.84,0.49,236.18,94.55
STK031,2024-04-25,91.93,-2.81,75.74,86.28
STK022,2023-02-25,15.1,4.49,176.91,289.07
STK011,2024-11-22,90.6,-2.98,209.3,50.29
STK006,2023-08-22,31.69,4.69,74.03,255.11
STK029,2024-06-20,97.34,-1.87,103.94,39.86
STK002,2023-03-10,7.4,0.82,127.75,285.75
STK015,2024-03-03,54.45,-3.25,85.94,280.96
STK020,2024-04-20,41.57,-3.84,115.83,225.59
STK038,2024-11-14,76.1,2.68,162.03,104.96
STK001,2024-06-15,11.12,3.28,119.81,59.53
STK011,2023-09-28,2.08,3.95,138.47,135.47
STK034,2024-01-23,70.15,-3.99,168.88,232.93
STK025,2023-10-24,35.33,-2.57,75.84,83.57
STK008,2023-02-16,80.51,3.23,251.6,142.62
STK002,2023-07-17,8.62,-0.3,148.19,200.66
STK016,2023-08-30,57.79,-2.36,95.63,106.46
STK011,2024-05-07,79.08,-1.31,248.56,179.27
STK036,2023-01-15,17.54,2.54,35.99,190.62
STK013,2023-12-06,16.39,-1.36,63.25,287.21
STK034,2024-04-09,98.71,-1.42,107.42,229.17
STK032,2023-02-27,1.05,-0.25,211.38,148.68
STK007,2023-05-16,78.75,0.19,295.6,148.47
STK013,2023-10-08,9.97,4.94,53.71,74.92
STK027,2023-03-17,3.52,-4.91,76.01,48.93
STK013,2023-12-18,75.25,1.74,58.65,240.33
STK036,2023-01-23,4.53,2.27,134.39,30.49
STK035,2024-02-22,19.27,0.58,204.79,100.78
STK039,2024-01-29,14.03,0.44,247.11,246.8
STK017,2023-09-27,43.86,-1.11,28.11,120.72
STK038,2023-06-20,24.87,1.63,37.65,171.86
STK037,2023-11-27,48.09,2.04,268.71,116.39
STK034,2024-09-12,23.2,-1.73,55.29,94.85
STK039,2023-12-22,8.27,4.04,175.39,85.73
STK035,2024-10-27,58.24,-3.2,165.13,193.25
STK036,2024-10-22,36.59,0.13,222.34,179.28
STK030,2023-07-27,46.52,0.97,254.35,121.49
STK035,2024-06-17,80.81,2.31,164.99,226.9
STK039,2024-11-05,98.98,-0.64,60.05,282.44
STK014,2024-10-17,63.06,0.26,174.7,248.98
STK018,2024-06-17,2.38,-4.49,279.73,201.95
STK033,2023-10-19,80.01,-3.61,228.58,125.04
STK020,2023-05-07,74.09,-3.43,247.12,34.14
STK035,2023-09-03,32.21,3.39,110.47,153.42
STK036,2024-06-19,2.14,0.33,117.0,125.39
STK012,2024-04-03,24.43,4.2,276.08,70.46
STK026,2023-01-17,43.63,1.94,30.09,60.67
STK001,2024-09-25,8.05,1.7,224.32,192.54
STK026,2023-04-11,9.42,4.52,170.84,284.75
STK039,2023-11-30,91.15,2.03,240.4,201.46
STK040,2023-09-01,72.48,-2.55,225.9,140.75
STK016,2024-02-14,69.6,1.87,221.99,289.66
STK006,2024-07-30,99.13,-0.23,53.41,45.14
STK011,2023-01-24,84.47,-3.58,149.97,69.8
STK026,2023-09-05,95.45,-0.11,207.3,195.42
STK040,2024-08-31,85.15,4.98,179.23,204.86
STK016,2023-08-18,98.64,4.07,24.41,219.33
STK035,2024-02-09,24.44,-2.09,183.93,89.89
STK009,2024-01-28,78.09,3.74,58.94,62.63
STK038,2024-03-10,97.78,4.72,249.45,185.46
STK029,2023-10-11,13.16,-1.15,77.03,160.5
STK040,2023-03-28,17.44,0.28,299.57,22.6
STK015,2024-10-19,47.24,1.32,251.67,210.03
STK027,2023-01-22,62.41,4.78,268.09,211.91
STK005,2023-10-20,6.64,1.69,213.3,89.7
STK008,2023-06-13,23.42,-2.82,173.28,173.44
STK017,2023-12-18,99.76,-2.2,203.04,183.27
STK029,2023-12-26,81.99,1.88,210.85,114.25
STK016,2024-06-26,68.12,0.61,143.03,117.46
STK025,2024-04-12,71.15,-2.75,57.24,210.94
STK015,2024-04-06,81.75,2.04,289.12,182.22
STK016,2023-04-18,23.98,4.29,107.45,276.03
STK039,2023-01-11,70.25,-1.71,258.11,82.04
STK022,2024-07-27,22.45,4.73,72.94,57.41
STK028,2024-01-05,3.91,1.13,53.07,299.9
STK005,2024-06-01,30.83,2.86,191.51,198.2
STK020,2023-12-08,60.07,3.08,89.12,258.49
STK004,2023-02-28,38.75,4.29,283.28,181.09
STK005,2024-10-30,87.7,-2.97,134.34,226.48
STK025,2024-10-04,79.92,-1.16,130.74,60.53
STK032,2023-11-15,47.19,4.98,155.8,79.31
STK003,2024-03-20,53.94,4.19,143.14,61.76
STK022,2024-10-17,19.85,-0.82,173.83,213.11
STK004,2024-03-31,20.82,2.29,201.09,55.04
STK035,2023-01-17,72.73,0.1,210.28,77.19
STK026,2024-09-11,50.51,3.84,259.4,75.84
STK032,2024-08-13,94.62,0.92,124.08,291.3
STK020,2023-05-17,67.99,4.22,112.25,133.73
STK002,2024-04-12,22.42,-1.42,251.49,130.88
STK021,2024-02-02,35.25,-3.24,272.35,257.73
STK035,2023-01-08,37.42,1.5,279.94,243.7
STK026,2023-05-02,0.9,-4.83,95.25,141.75
STK002,2023-12-07,10.9,4.41,47.22,177.9
STK040,2023-12-16,0.33,1.24,243.04,228.88
STK011,2024-02-09,27.15,-0.82,145.91,136.95
STK030,2023-12-26,80.03,3.48,121.16,88.5
STK022,2023-09-27,7.83,3.43,224.72,85.79
STK032,2023-09-24,18.51,2.95,298.03,61.77
STK021,2024-07-07,58.82,1.24,182.72,108.46
STK032,2023-11-13,42.86,-1.74,180.81,103.0
STK024,2024-01-23,21.13,2.44,240.24,28.29
STK014,2023-07-09,64.3,1.62,163.2,272.3
STK035,2024-08-09,48.35,3.28,191.27,49.43
STK032,2023-05-10,43.05,-2.73,217.55,57.4
STK036,2023-05-21,87.63,0.02,210.13,168.21
STK014,2023-04-10,31.2,4.93,264.3,30.66
STK010,2023-12-24,14.9,-4.88,55.49,287.22
STK034,2024-09-30,3.03,-3.38,136.05,214.6
STK003,2024-07-09,47.83,-3.27,108.46,93.21
STK032,2024-11-03,0.05,0.86,144.2,205.11
STK022,2024-10-27,3.7,-0.65,127.28,89.78
STK010,2023-05-05,45.93,0.28,205.44,250.13
STK034,2024-11-20,71.79,-4.14,200.77,129.85
STK026,2024-09-18,50.8,-2.31,268.55,64.86
STK016,2023-08-22,91.99,0.3,246.8,100.45
STK020,2024-02-14,6.84,-0.4,224.34,288.29
STK020,2024-08-31,72.7,4.23,148.34,38.85
STK006,2024-03-27,77.98,-2.05,285.26,200.22
STK020,2024-10-27,63.45,-1.37,73.87,299.41
STK017,2023-12-09,85.49,1.87,199.67,275.78
STK035,2023-08-12,7.41,3.28,62.32,254.64
STK034,2023-04-23,69.97,3.03,246.23,104.48
STK038,2023-04-17,91.46,-1.07,50.36,297.01
STK032,2023-05-11,43.18,-0.34,126.61,211.03
STK023,2023-03-14,42.09,4.43,298.83,268.1
STK004,2024-10-18,83.89,-2.12,299.44,34.42
STK036,2023-10-22,95.62,-1.53,222.49,57.61
STK011,2024-05-08,78.14,-3.6,93.24,64.76
STK035,2024-09-27,54.43,-3.9,138.37,277.28
STK019,2024-09-03,47.57,1.71,166.94,88.99
STK010,2023-11-20,79.63,-1.78,104.02,174.41
STK040,2023-04-22,75.32,4.74,77.71,159.8
STK038,2024-08-15,77.19,-2.76,122.8,174.57
STK014,2024-07-15,53.31,0.02,51.3,185.49
STK025,2024-03-25,76.6,-0.68,268.25,191.7
STK009,2024-09-10,62.83,-3.18,201.06,147.73
STK034,2023-02-02,47.24,-1.7,205.51,143.9
STK005,2023-07-14,9.3,2.46,137.12,138.5
STK028,2023-06-04,10.39,1.86,248.64,141.33
STK040,2023-10-19,82.11,0.9,281.81,150.23
STK012,2024-05-25,13.52,-1.45,206.74,129.14
STK038,2024-08-21,53.43,4.11,107.51,49.31
STK019,2024-06-25,59.21,-2.5,76.64,82.3
STK014,2024-09-23,56.61,3.62,299.22,295.17
STK020,2023-10-06,49.26,-1.36,211.83,181.79
STK030,2024-05-22,65.83,-4.25,92.39,196.21
STK022,2024-09-29,36.38,1.96,129.94,93.76
STK040,2024-04-10,45.37,-1.91,277.1,98.82
STK010,2024-01-25,25.2,-4.71,257.88,89.16
STK024,2023-05-19,97.95,-2.79,68.8,298.36
STK026,2024-08-24,70.01,-3.1,204.05,111.16
STK030,2023-07-04,11.92,-0.69,114.44,286.79
STK015,2023-05-13,65.74,-4.08,132.58,41.4
STK017,2024-08-09,56.49,1.39,190.77,116.66
STK011,2023-06-20,44.7,4.5,242.66,164.83
STK001,2023-12-29,31.41,-2.36,157.59,35.58
STK027,2024-07-26,52.92,4.62,244.73,21.27
STK009,2024-07-30,41.74,-3.71,248.59,226.18
STK016,2023-08-27,91.98,3.57,33.42,182.03
STK027,2023-05-31,75.24,3.7,144.12,279.33
STK011,2024-07-25,54.97,4.26,251.75,134.85
STK008,2023-01-21,73.2,-0.94,172.89,274.19
STK024,2023-11-03,4.65,-0.07,225.67,170.92
STK034,2023-03-17,96.11,3.91,136.33,162.16
STK001,2023-10-13,21.59,3.4,45.67,299.78
STK032,2023-08-12,11.31,-0.45,149.87,210.1
STK011,2024-11-25,48.14,1.04,199.52,94.16
STK031,2024-07-11,68.08,-0.3,95.6,149.15
STK033,2023-03-24,27.28,1.94,111.75,36.06
STK022,2024-07-13,0.8,2.21,180.07,123.53
STK007,2024-03-13,88.48,-0.59,124.67,271.26
STK017,2024-07-17,79.18,3.61,150.54,73.46
STK018,2023-02-06,48.29,1.32,282.85,70.41
STK019,2023-12-20,37.61,0.43,208.73,85.85
STK009,2024-06-21,6.52,4.09,44.39,297.63
STK003,2024-07-15,18.68,4.36,253.55,53.52
STK018,2023-02-27,21.46,-2.43,215.52,148.09
STK040,2023-09-11,21.1,-0.57,171.93,120.0
STK036,2023-10-16,34.12,0.81,208.34,134.84
STK034,2023-04-07,20.95,1.76,269.71,230.17
STK007,2023-04-12,61.21,3.09,159.91,219.09
STK018,2024-04-07,31.54,0.21,260.4,89.82
STK016,2023-12-31,37.78,-2.54,164.39,271.86
STK011,2024-06-06,16.54,-0.53,298.32,280.99
STK038,2024-04-28,49.91,-0.14,29.29,247.91
STK012,2024-08-15,78.52,-1.87,36.92,252.62
STK003,2024-10-13,14.0,-0.68,45.0,34.96
STK017,2024-03-08,78.43,-1.13,88.44,228.27
STK006,2023-12-19,81.37,-1.24,56.58,91.67
STK038,2023-04-04,73.39,1.4,170.24,202.83
STK027,2024-11-24,44.65,-3.96,185.18,224.33
STK037,2023-09-20,81.46,4.58,200.48,277.87
STK021,2024-11-26,10.36,0.32,215.86,287.97
STK004,2023-07-01,0.63,1.49,45.8,196.64
STK011,2023-04-14,66.72,2.42,172.86,179.43
STK027,2023-03-13,15.61,4.24,63.22,286.78
STK036,2023-11-01,74.33,-1.75,221.56,152.88
STK015,2023-01-13,77.21,0.21,134.75,151.84
STK031,2023-07-13,51.97,-3.97,215.35,174.74
STK024,2024-03-04,19.43,1.83,253.49,100.69
STK001,2024-01-04,22.63,-4.99,111.62,161.85
STK021,2023-09-25,62.58,3.3,165.76,237.69
STK011,2023-04-09,45.02,-0.28,197.19,178.5
STK009,2023-06-02,57.83,-2.73,209.53,229.17
STK027,2024-05-07,10.71,-1.99,136.74,204.15
STK013,2023-05-24,45.26,-2.57,204.52,130.42
STK025,2024-04-01,84.82,-2.48,21.48,23.61
STK034,2023-11-04,46.42,1.69,201.27,274.99
STK038,2024-09-04,82.24,-1.34,116.43,125.21
STK029,2023-03-31,14.58,4.03,275.18,34.97
STK017,2024-11-18,47.47,-1.41,63.27,28.11
STK023,2024-01-26,17.41,1.86,233.23,55.0
STK004,2023-07-12,97.12,4.88,164.41,250.79
STK019,2024-10-08,84.13,-0.44,36.85,100.24
STK021,2024-10-20,52.31,-1.2,185.7,228.43
STK002,2024-04-10,31.54,-0.4,236.92,147.13
STK010,2023-06-14,81.31,-0.44,22.5,134.65
STK029,2023-11-08,85.09,-4.3,181.89,76.01
STK005,2024-02-13,20.29,1.69,239.88,260.6
STK033,2023-10-06,12.54,3.44,138.83,274.98
STK016,2023-08-05,43.71,0.47,184.18,292.89
STK021,2023-12-15,89.65,3.94,222.31,121.87
STK011,2024-04-21,14.47,-0.08,174.6,204.02
STK033,2023-09-19,67.41,2.24,259.5,126.41
STK016,2024-06-05,3.68,-1.07,233.42,36.23
STK039,2023-10-24,40.72,0.57,149.43,155.49
STK027,2023-10-13,7.26,-3.76,277.57,34.55
STK037,2024-08-15,8.7,0.86,274.43,140.18
STK013,2023-05-29,14.71,-4.7,226.42,66.85
STK029,2024-09-07,80.61,-4.95,283.77,40.46
STK020,2024-05-12,15.09,3.27,282.86,141.52
STK016,2024-07-05,72.63,-0.78,155.19,38.9
STK028,2024-01-19,20.98,3.17,297.3,297.96
STK016,2024-10-01,86.72,4.21,154.67,193.83
STK039,2023-03-29,29.69,4.39,86.32,287.18
STK021,2023-01-01,34.28,-2.81,174.12,195.03
STK014,2024-01-20,76.16,3.74,30.35,48.81
STK028,2024-05-16,91.84,-1.5,43.2,198.09
STK036,2024-06-12,55.64,2.09,265.68,34.68
STK011,2023-06-23,29.67,0.06,38.02,125.45
STK020,2023-07-19,44.91,-1.56,145.73,130.62
STK016,2024-08-06,85.95,-4.82,43.83,290.03
STK032,2023-12-06,98.75,2.86,96.74,165.88
STK011,2024-05-15,44.07,0.93,273.05,146.49
STK012,2023-06-24,46.43,3.84,34.61,290.04
STK010,2023-09-19,65.31,-0.37,191.43,155.55
STK040,2024-10-07,38.29,-2.54,53.57,280.11
STK005,2024-09-07,20.08,-3.82,149.86,297.68
STK030,2023-04-24,41.63,-4.47,245.79,50.75
STK004,2023-07-28,80.23,4.97,130.72,80.75
STK011,2023-10-22,15.27,4.68,139.84,267.72
STK022,2023-09-04,80.3,2.1,92.49,116.12
STK011,2024-10-12,63.3,1.45,57.39,96.2
STK029,2023-12-21,75.97,2.92,254.16,175.3
STK038,2023-05-17,66.08,-4.1,268.82,165.03
STK040,2023-06-21,19.89,-0.17,297.6,242.78
STK024,2024-11-24,57.27,3.76,188.14,169.44
STK021,2023-01-09,37.95,-4.74,259.5,43.98
STK023,2023-12-11,52.61,4.41,119.08,42.84
STK002,2023-09-01,32.4,-1.3,48.82,258.14
STK004,2024-11-20,95.81,1.74,34.35,131.97
STK002,2023-12-31,42.34,1.84,233.28,154.41
STK012,2024-10-16,10.5,4.64,24.96,170.52
STK018,2023-08-07,53.99,4.17,273.22,139.02
STK016,2024-09-15,60.26,-2.66,168.29,237.99
STK016,2024-03-08,58.51,4.51,23.76,210.2
STK032,2024-11-09,52.73,-3.31,265.2,181.41
STK025,2023-07-22,66.98,1.88,232.74,267.9
STK028,2023-12-05,9.13,0.44,28.74,251.08
STK012,2023-04-15,32.66,-1.7,269.1,28.93
STK040,2023-08-01,33.03,-0.5,42.52,273.71
STK012,2023-01-11,5.26,2.27,282.8,283.49
STK024,2023-01-15,65.26,-3.91,172.2,283.96
STK038,2023-01-13,90.75,-4.43,110.95,72.43
STK039,2023-09-27,14.45,-3.69,116.93,94.14
STK013,2024-10-23,19.68,1.09,212.16,78.99
STK006,2023-06-27,67.71,-3.01,22.03,112.69
STK013,2023-09-10,69.24,-2.82,196.11,86.89
STK009,2024-05-18,89.37,2.34,24.11,91.47
STK031,2024-11-01,26.36,-0.04,203.25,84.39
STK039,2024-10-10,72.1,-3.98,254.83,255.12
STK029,2024-10-17,72.12,-4.87,223.87,176.36
STK027,2024-01-25,48.05,-1.95,77.7,279.66
STK019,2024-10-15,65.06,2.29,118.18,237.35
STK033,2023-11-01,21.91,-4.61,39.54,40.59
STK003,2023-07-23,19.78,4.83,262.92,77.29
STK014,2024-05-07,70.55,-1.74,138.04,107.6
STK015,2023-09-07,95.72,4.29,47.3,283.81
STK008,2024-02-09,23.63,4.9,204.88,154.0
STK019,2023-12-29,68.04,-0.49,287.4,135.5
STK011,2023-12-26,88.77,-2.59,88.6,205.39
STK009,2024-03-19,78.44,-4.96,143.34,86.16
STK009,2024-02-16,88.9,1.09,284.04,146.08
STK034,2024-04-20,2.61,-3.16,104.68,23.94
STK038,2024-05-15,33.03,3.47,39.53,238.1
STK037,2023-08-31,60.54,3.49,94.06,23.16
STK037,2024-02-27,35.2,-0.32,255.0,179.11
STK023,2024-10-08,37.98,3.98,119.39,292.28
STK034,2024-11-06,9.14,3.32,37.93,265.36
STK003,2023-08-16,16.09,0.93,239.72,101.71
STK012,2023-06-20,10.73,0.45,226.2,80.92
STK006,2023-09-06,87.83,-2.7,30.44,37.16
STK004,2023-10-24,73.2,-3.34,112.64,20.41
STK002,2023-05-13,59.62,1.83,182.77,263.83
STK032,2024-10-19,18.26,-3.3,235.54,119.55
STK004,2023-01-21,83.85,-3.28,120.01,186.32
STK006,2024-06-07,98.75,-4.93,217.77,82.39
STK008,2023-09-30,24.18,-0.2,104.47,158.16
STK016,2023-01-08,35.06,4.75,192.44,56.99
STK032,2024-02-28,23.62,-4.65,184.28,288.6
STK025,2023-08-23,93.03,1.35,111.09,148.21
STK016,2024-09-13,43.99,-1.14,293.0,92.45
STK036,2023-04-01,23.15,0.78,96.79,264.44
STK015,2024-05-25,36.24,-1.07,284.72,37.53
STK020,2023-09-12,6.99,-2.03,48.46,185.01
STK036,2024-04-27,69.89,-1.91,290.82,123.02
STK013,2024-04-18,10.33,4.27,91.57,289.11
STK012,2024-07-02,88.62,-4.88,170.32,195.77
STK033,2024-01-11,41.16,-2.78,22.27,204.44
STK022,2023-06-02,6.9,2.59,33.68,100.32
STK006,2024-02-18,26.69,0.54,257.62,120.7
STK006,2024-01-12,35.2,3.56,93.27,277.08
STK003,2023-07-12,86.98,-3.65,53.9,149.7
STK016,2024-09-20,36.71,-4.59,206.7,238.86
STK036,2024-07-14,51.68,-3.35,84.88,258.47
STK040,2023-09-29,0.88,2.34,39.35,181.07
STK003,2024-03-11,55.18,-2.73,195.79,77.13
STK025,2023-05-30,14.28,1.85,141.16,71.42
STK028,2023-12-08,36.38,-3.78,206.34,203.9
STK009,2023-08-23,33.8,-1.56,43.52,154.34
STK030,2023-10-15,95.11,0.49,147.5,186.63
STK012,2024-04-23,4.29,-1.47,187.66,278.78
STK018,2024-01-22,9.86,-2.76,83.43,35.7
STK033,2023-10-21,94.42,-0.02,210.66,138.23
STK032,2023-11-11,0.47,2.4,211.41,127.97
STK010,2024-10-13,50.73,4.17,35.29,223.22
STK029,2023-03-08,10.76,-0.71,102.96,34.84
STK010,2023-07-19,14.49,-1.43,231.17,131.13
STK040,2024-10-04,90.3,4.37,37.35,171.87
STK007,2023-10-19,52.51,0.41,189.15,128.47
STK022,2023-09-26,7.37,-4.32,97.65,220.62
STK010,2024-09-04,41.12,4.53,138.86,193.64
STK016,2024-07-23,18.12,2.31,152.72,64.38
STK040,2023-11-17,82.32,1.88,176.35,140.56
STK034,2023-05-27,21.19,3.93,182.55,155.24
STK028,2024-04-10,41.19,-1.29,101.4,268.96
STK026,2023-08-18,44.99,-0.28,199.64,168.23
STK022,2024-08-26,72.38,4.26,269.87,274.38
STK034,2024-09-27,90.57,1.95,99.03,165.24
STK008,2024-06-26,73.18,-4.82,141.37,80.94
STK035,2024-04-11,26.17,-0.55,218.39,234.91
STK029,2023-08-05,16.41,-1.15,165.29,85.62
STK005,2023-12-11,95.59,2.32,82.22,106.39
STK031,2024-02-06,13.34,1.99,196.38,69.31
STK035,2023-06-08,94.94,2.13,154.85,196.17
STK038,2023-11-26,71.0,-0.91,227.49,98.02
STK016,2023-05-27,27.97,1.0,225.21,223.15
STK016,2024-11-24,81.88,-2.14,211.28,95.48
STK006,2023-12-26,52.06,-1.57,259.34,288.11
STK022,2023-05-01,25.1,-1.94,171.72,61.5
STK004,2023-02-27,52.72,2.27,285.14,189.16
STK038,2023-05-10,97.79,-1.51,36.79,90.33
STK005,2024-01-04,59.22,2.52,193.88,240.74
STK009,2024-07-10,18.77,0.8,62.65,89.14
STK009,2024-03-29,6.07,-4.89,155.07,223.66
STK005,2023-10-09,60.04,-0.21,101.61,84.87
STK040,2023-04-20,49.27,3.36,33.03,238.63
STK009,2023-11-16,17.32,-2.73,39.47,148.66
STK030,2024-08-24,96.68,4.81,62.54,213.08
STK006,2024-11-22,10.52,-4.41,122.24,100.59
STK040,2024-02-07,1.33,-4.76,64.6,152.13
STK008,2024-05-07,17.0,-4.62,208.22,100.75
STK002,2023-06-10,44.48,-4.65,271.84,95.9
STK006,2023-12-26,17.0,-4.07,242.25,248.34
STK040,2024-05-16,12.27,4.84,248.09,221.91
STK023,2024-10-30,97.21,1.95,45.33,134.12
STK028,2024-07-22,54.29,-1.01,296.56,128.04
STK022,2024-10-24,1.78,2.59,125.19,128.4
STK027,2023-06-13,51.78,-2.72,298.35,231.89
STK032,2023-11-13,60.47,0.59,244.96,168.01
STK031,2023-03-20,81.04,-4.26,214.65,276.24
STK027,2023-08-28,35.07,-2.11,292.08,85.08
STK008,2023-04-05,69.48,1.87,156.93,34.56
STK019,2023-11-24,30.96,3.84,167.98,279.64
STK037,2024-11-02,56.68,-4.8,257.58,152.69
STK006,2023-01-19,23.91,2.31,83.2,152.91
STK039,2023-04-29,40.46,4.73,113.77,20.41
STK040,2024-04-18,39.88,-4.48,140.04,99.12
STK001,2024-09-03,20.98,-4.7,231.16,154.73
STK028,2024-10-26,8.68,4.62,127.3,227.46
STK026,2023-01-23,4.36,-2.16,176.23,80.17
STK032,2023-10-15,3.83,0.57,261.16,114.45
STK029,2023-11-11,26.55,-2.1,40.92,295.68
STK034,2024-07-12,83.88,-1.84,201.66,221.25
STK023,2023-12-18,14.46,-2.72,77.57,169.9
